story_id,premise,initial,counterfactual,original_ending,edited_ending,differences
64c9ccdc-2e31-41cb-8169-d71b2c2f23d6,Kim went through her closet and pulled out all her old clothes.,She took scissors and cut up all the clothes into strips.,She took them downtown and donated them to a thrift store.,She took them and began to sew them to make a dress. Kim put on her new dress and wore it around town. Everyone stared at nice dress.,She donated them and bought a new dress at the thrift store. Kim put on her new dress and wore it around town. Everyone stared at nice dress.,"thrift, store., bought, the, donated"
64c9ccdc-2e31-41cb-8169-d71b2c2f23d6,Kim went through her closet and pulled out all her old clothes.,She took scissors and cut up all the clothes into strips.,She took them downtown and donated them to a thrift store.,She took them and began to sew them to make a dress. Kim put on her new dress and wore it around town. Everyone stared at nice dress.,"Before leaving, she bought some fabric and began to sew them to make a dress. Kim put on her new dress and wore it around town. Everyone stared at nice dress.","bought, Before, leaving,, she, fabric, some"
17327f3c-eacd-4a26-8d7c-bf4d0575afd3,Hector was going to propose to his girlfriend Sarah.,He took her to the park to enjoy a nice romantic picnic.,He took her to the movies to enjoy a flick.,An airplane was scheduled to fly a banner above to ask the question. Hector saw the plane flying over and told Sarah to look up. Sarah said yes.,Afterward they went to the park where an airplane f lew over with a banner asking her. Hector saw the plane flying over and told Sarah to look up Sarah said yes,"an, went, Afterward, f, they, where, with, asking, yes, lew, park, her., up"
17327f3c-eacd-4a26-8d7c-bf4d0575afd3,Hector was going to propose to his girlfriend Sarah.,He took her to the park to enjoy a nice romantic picnic.,He took her to the movies to enjoy a flick.,An airplane was scheduled to fly a banner above to ask the question. Hector saw the plane flying over and told Sarah to look up. Sarah said yes.,Afterward they went to the park where an airplane flew over. Hector told Sarah to look up at the banner on the airplane. She said yes to the proposal.,"an, went, She, Afterward, airplane., on, they, where, flew, at, yes, proposal., park, over., up"
7169312d-c4c5-4d6e-92b8-0b8d8cc0a681,John was not looking forward to his social studies class.,They were learning to knit scarves to make for the homeless.,They were learning to draw pictures.,"As the teacher taught them what to do, he realized it was fun. He finished a scarf in class. John decided to make more scarves in his spare time.","As the teacher taught them what to do, he realized it was fun. He finished the picture in class. John decided to draw more pictures in his spare time.","pictures, picture, draw"
7169312d-c4c5-4d6e-92b8-0b8d8cc0a681,John was not looking forward to his social studies class.,They were learning to knit scarves to make for the homeless.,They were learning to draw pictures.,"As the teacher taught them what to do, he realized it was fun. He finished a scarf in class. John decided to make more scarves in his spare time.","As the teacher taught them what to do, he realized it was fun. He finished his picture in class. John decided to draw more pictures in his spare time.","pictures, picture, draw"
7169312d-c4c5-4d6e-92b8-0b8d8cc0a681,John was not looking forward to his social studies class.,They were learning to knit scarves to make for the homeless.,They were learning to draw pictures.,"As the teacher taught them what to do, he realized it was fun. He finished a scarf in class. John decided to make more scarves in his spare time.","As the teacher taught them what to do, he realized it was fun. He finished a drawing of history in class. John decided to make more drawings in his spare time.","history, drawings, of, drawing"
1933a286-a8bf-42f1-be87-f1054c5f0f70,Jake needed a bunch of shirts.,He went to the store but everything was too expensive.,He went to the store but everything was too cheap.,He decided to go to the flea market. They sold shirts five for ten dollars. Jake bought 15 shirts.,He decided buy everything and resell it. He sold shirts five for ten dollars. Jake sold 15 shirts total.,"and, resell, buy, everything, total., it."
1933a286-a8bf-42f1-be87-f1054c5f0f70,Jake needed a bunch of shirts.,He went to the store but everything was too expensive.,He went to the store but everything was too cheap.,He decided to go to the flea market. They sold shirts five for ten dollars. Jake bought 15 shirts.,He decided to go somewhere upscale. They sold shirts five for one thousand dollars. Jake bought 15 shirts.,"thousand, one, upscale., somewhere"
1933a286-a8bf-42f1-be87-f1054c5f0f70,Jake needed a bunch of shirts.,He went to the store but everything was too expensive.,He went to the store but everything was too cheap.,He decided to go to the flea market. They sold shirts five for ten dollars. Jake bought 15 shirts.,He decided to go to a higher end store. They sold shirts for $50 each. Jake bought 15 shirts.,"$50, higher, store., end, a, each."
72d763f2-d7d6-455e-95df-ae00306df0f1,"We went to Portland, Maine for a family vacation in 2006.",We saw the art museum.,We stayed in our hotel room the whole time.,We visited the waterfront and had dinner on a ship. We watched a minor league baseball game. We decided to repeat this vacation destination in the future.,We did not visit the waterfront to have a dinner on a ship. We did not watch the minor league baseball game. We decided to repeat this vacation destination in the future.,"not, watch, visit, have, did"
eeeca494-be4b-40d8-a6f1-9e7a0148d7f7,Sally is a writer.,She signed up to write a story.,She took a break from writing and read a lot of books.,"There was a very specific set of instructions included. Unfortunately, she did not read the directions. Sally failed in her efforts to complete the assignment.","There was a very specific set of books she wanted to read. Unfortunately, she did not read all the books. Sally failed in her efforts to read all the books.","books., wanted, read., all, books"
8c0d6ec3-8248-422d-9f59-b8498bf43d8a,Jasper has always wanted to get a tattoo.,He knows that tattoos are painful but he wants one anyway.,"He decided that tattoos are too painful, so he doesn't get one.",He decides to get a tattoo of a tiger on his back. The tattoo comes out looking great. How sad Jasper cannot see it unless he looks in a mirror!,He imagines a tattoo of a tiger on his back. He imagines the tattoo comes out looking great. How sad Jasper can only see it in his mind!,"mind!, only, can, the, imagines"
8c0d6ec3-8248-422d-9f59-b8498bf43d8a,Jasper has always wanted to get a tattoo.,He knows that tattoos are painful but he wants one anyway.,"He decided that tattoos are too painful, so he doesn't get one.",He decides to get a tattoo of a tiger on his back. The tattoo comes out looking great. How sad Jasper cannot see it unless he looks in a mirror!,He could only imagine a tattoo of a lion on his shoulder. He thought the tattoo would look great. How sad Jasper cannot really see it!,"imagine, look, could, only, would, the, shoulder., lion, thought, it!, really"
9f285bef-69d0-49ad-950d-8f1880549c77,Jordan met Sally over two Year's ago and got into a relationship.,Suddenly Sally got distant with Jordan.,Suddenly Sally proposed marriage to Jordan.,Jordan heard through a friend that Sally was seeing another guy. Jordan confronted Sally and she admitted to seeing another guy. Jordan was sad and broke off his relationship with Sally.,Jordan heard through a friend that Sally thought he was the one. Jordan confronted Sally and she admitted to being in love and wanting to marry him. Jordan was happy and married Sally.,"marry, married, in, love, wanting, the, happy, him., being, one., thought, he"
